2016,Shadow Fires,Leigh Nichols/Dean Koontz,3.78,425136981,9.78043E+12,eng,528,9553,167,06/01/93,Berkley,{}
2017,Play Dirty,Sandra Brown,3.92,743289358,9.78074E+12,eng,404,9552,627,8/14/2007,Simon & Schuster,{'Fiction'}
2018,The Schopenhauer Cure,Irvin D. Yalom,4.22,60938102,9.78006E+12,eng,358,9550,455,01/03/06,Harper Perennial Modern Classics,{'Fiction'}
2019,The Autograph Man,Zadie Smith,3.16,037570387X,9.78038E+12,eng,347,9541,576,6/17/2003,Vintage,{'Literature'}
2020,Point Counter Point,Aldous Huxley,3.86,1564781313,9.78156E+12,eng,432,9522,210,10/01/96,Dalkey Archive Press,"{'Intellectuals', 'Fiction', 'Fiction'}"
2021,The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft/Barbara Hambly,4.3,345384229,9.78035E+12,eng,379,9518,93,10/01/96,Del Rey,
2022,Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,3.67,60847182,9.78006E+12,eng,96,9517,219,12/12/06,HarperTeen,"{'Diaries', 'Princesses', 'Diaries'}"
2023,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,9.7814E+12,eng,480,9498,637,05/10/05,Broadway Books,{}
2024,The Brief History of the Dead,Kevin Brockmeier,3.67,1400095956,9.7814E+12,eng,252,9490,1576,01/09/07,Vintage,{'Death'}
2025,The Age of Reason,Jean-Paul Sartre,3.98,679738959,9.78068E+12,eng,408,9477,313,07/07/92,Vintage International,{'Fiction'}
2026,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,4.54,851512283,9.78085E+12,eng,223,9476,247,11/01/75,Banner of Truth,
2027,The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,3.92,743487672,9.78074E+12,eng,296,9459,194,07/01/04,Simon  Schuster,"{'Psychology', 'racism', 'quadroons', 'miscegenation'}"
2028,The Ground Beneath Her Feet,Salman Rushdie,3.79,312254997,9.78031E+12,eng,576,9445,476,3/16/2000,Picador,"{'England', 'Composers', 'Compositeurs', 'Compositeurs', 'Photographers'}"
2029,Echoes,Maeve Binchy,3.8,440122090,9.78044E+12,en-US,496,9434,455,02/10/97,Dell Publishing Company,"{'Women', 'Fiction'}"
2030,Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.32,312890184,9.78031E+12,eng,411,9426,351,10/15/1994,Orb Books,"{'torture', 'medieval'}"
2031,The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,4.11,037328523X,9.78037E+12,eng,458,9423,90,6/16/2006,Mira,{'Roman'}
2032,Bellwether,Connie Willis,3.92,553562967,9.78055E+12,eng,248,9419,1110,06/02/97,Spectra,{'fads'}
2033,Shattered Mirror,Amelia Atwater-Rhodes,4.03,440229405,9.78044E+12,eng,240,9408,254,07/08/03,Laurel Leaf,"{'Witches', 'Vampires', 'Witches'}"
2034,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,4.05,201835959,9.7802E+12,eng,322,9395,616,08/12/95,Addison-Wesley Professional,"{'MULTICS', 'Gestion', 'Gestion'}"
2035,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,618056734,9.78062E+12,eng,352,9377,189,04/05/00,Mariner Books,"{'Cosmology', 'Cosmology'}"
2036,Just as Long as We're Together,Judy Blume,4.07,330398040,9.78033E+12,eng,202,9375,422,04/09/01,Macmillan Children's Books,{'Friendship'}
2037,Flaubert's Parrot,Julian Barnes,3.66,679731369,9.78068E+12,eng,190,9373,606,11/27/1990,Vintage,"{'Literature', 'Biographers'}"
2038,On Bullshit,Harry G. Frankfurt,3.57,691122946,9.78069E+12,eng,67,9358,995,1/30/2005,Princeton University Press,"{'Pragmatics', 'Honesty', 'Waarheid', 'Linguistics', 'Communication'}"
2039,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,3.86,1400130220,9.7814E+12,eng,6,9350,345,02/01/01,Tantor Media,
2040,The Years of Rice and Salt,Kim Stanley Robinson,3.73,553580078,9.78055E+12,eng,763,9344,995,06/03/03,Bantam Books,{}
2041,Sanctuary,William Faulkner,3.64,679748148,9.78068E+12,eng,317,9336,544,12/06/93,Vintage,"{'Women', 'Manuscripts', 'Fiction'}"
2042,The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,4,152025413,9.78015E+12,eng,212,9334,302,04/01/01,Oddysey/Harcourt Young Classics,{'Fiction'}
2043,Alaska,James A. Michener,4.12,037576142X,9.78038E+12,eng,868,9330,590,11/12/02,Dial Press Trade Paperback,"{'Fiction', 'Alaska'}"
2044,The Ships of Earth (Homecoming Saga #3),Orson Scott Card,3.54,812532635,9.78081E+12,eng,351,9326,125,1/15/1995,Tor Books,{'Fiction'}
2045,The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,3.98,375758119,9.78038E+12,eng,1312,9320,292,08/12/03,Modern Library,"{'Histoire', 'Empire', 'Histoire', 'Empire'}"
2046,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9.78039E+12,eng,347,9318,907,09/12/05,W. W. Norton & Company,{'Family'}
2047,Caramelo,Sandra Cisneros,3.9,679742581,9.78068E+12,eng,441,9317,700,09/09/03,Vintage,"{'Muchachas', 'Muchachas', 'Ficción'}"
2048,Out of Africa / Shadows on the Grass,Isak Dinesen/Karen Blixen,4.24,679724753,9.78068E+12,eng,462,9298,312,10/23/1989,Vintage,{}
2049,What Dreams May Come,Richard Matheson,3.95,765308703,9.78077E+12,eng,288,9298,830,01/01/04,Tor Books,"{'Children', 'Fiction', 'Widows'}"
2050,The Switch,Sandra Brown,3.92,749932554,9.78075E+12,eng,576,9295,478,09/06/01,Piatkus Books,"{'Psychology', 'Sisters', 'Sisters', 'Revenge'}"
2051,Into a Dark Realm (The Darkwar Saga  #2),Raymond E. Feist,4,60792809,9.78006E+12,eng,319,9291,97,3/27/2007,EOS,"{'Wizards', 'Fiction'}"
2052,The Ambler Warning,Robert Ludlum,3.72,312990693,9.78031E+12,eng,632,9289,361,11/01/06,St. Martin's Paperbacks,{}
2053,Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,3.74,312941463,9.78031E+12,en-US,281,9285,404,04/03/07,St. Martin's Press,{'Redheads'}
2054,Plato: Complete Works,Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan,4.35,872203492,9.78087E+12,eng,1838,9284,133,05/01/97,Hackett Publishing Company  Inc.,{}
2055,Theogony / Works and Days,Hesiod/M.L. West,3.75,192839411,9.78019E+12,eng,79,9276,163,5/13/1999,Oxford University Press,{}
2056,The Convenient Marriage,Georgette Heyer,3.68,99474425,9.7801E+12,eng,272,9272,861,01/06/05,Arrow,"{'History', 'Fiction'}"
2057,Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,571204104,9.78057E+12,eng,218,9258,330,5/20/2002,Penguin Books in association with Faber & Faber,{}
2058,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,4.1,439405602,9.78044E+12,eng,203,9256,196,05/01/04,Scholastic  Inc.,"{'Owls', 'Fiction', 'Buhos'}"
2059,The Noonday Demon: An Atlas of Depression,Andrew Solomon,4.18,684854678,9.78068E+12,eng,576,9255,724,04/02/02,Scribner,{}
2060,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,805202412,9.78081E+12,eng,288,9254,194,1/13/1969,Schocken,{'Literature'}
2061,Vale of the Vole (Xanth #10),Piers Anthony,3.61,812574966,9.78081E+12,eng,304,9240,65,3/15/2000,Tor Fantasy,{'Fiction'}
2062,The Rebel,Albert Camus/Anthony Bower/Herbert Read,4.15,679733841,9.78068E+12,eng,320,9227,256,01/01/92,Vintage,"{'Existentialism', 'Existentialism', 'Revolutions'}"
2063,Owlflight (Owl Mage Trilogy  #1),Mercedes Lackey/Larry Dixon,3.98,886778042,9.78089E+12,eng,342,9217,168,10/01/98,DAW,"{'FIC', 'Valdemar'}"
2064,A Quiver Full of Arrows,Jeffrey Archer,3.78,312937695,9.78031E+12,eng,288,9214,179,8/30/2005,St. Martin's Paperbacks,{}
2065,Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,4.4,525467343,9.78053E+12,eng,32,9205,322,9/24/2001,Dutton Children's Books,{}
2066,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,140449299,9.78014E+12,eng,206,9197,120,3/27/2003,Penguin Books,{'Drama'}
2067,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,4.08,439405629,9.78044E+12,eng,224,9175,157,11/01/04,Scholastic Paperbacks,"{'Owls', 'Owls'}"
2068,Golden Buddha (Oregon Files  #1),Clive Cussler/Craig Dirgo,3.9,141010312,9.78014E+12,eng,527,9171,309,3/24/2005,Penguin Books,{}
2069,Bravo Two Zero,Andy McNab,4.09,552153575,9.78055E+12,eng,416,9151,269,11/01/05,Corgi,"{'Military', 'Military'}"
2070,The Colossus and Other Poems,Sylvia Plath,4.19,375704469,9.78038E+12,eng,84,9140,224,5/19/1998,Vintage,{}
2071,The Milagro Beanfield War,John     Nichols,4.1,805063749,9.78081E+12,eng,456,9120,395,2/15/2000,Holt McDougal,"{'Fiction', 'Fiction'}"
2072,I Wish That I Had Duck Feet,Theo LeSieg/Dr. Seuss/Barney Tobey,4.16,000717313X,9.78001E+12,eng,64,9119,140,01/05/04,HarperCollinsChildren’sBooks,{}
2073,Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,4.11,038560937X,9.78039E+12,eng,32,9116,294,10/01/05,Doubleday,"{'Storytelling', 'Storytelling'}"
2074,Mine,Robert R. McCammon,3.9,671739441,9.78067E+12,en-GB,496,9111,231,05/01/91,Pocket Books,{}
2075,Young Goodman Brown and Other Short Stories,Nathaniel Hawthorne,3.86,486270602,9.78049E+12,eng,111,9101,126,02/05/92,Dover Publications,"{'catechism', 'Puritans', 'catechism'}"
2076,The Last Boleyn,Karen Harper,4.05,307237907,9.78031E+12,eng,592,9097,205,2/28/2006,Broadway Books,{'Mistresses'}
2077,The Soulforge (Dragonlance: Raistlin Chronicles  #1),Margaret Weis,4.16,786913142,9.78079E+12,eng,408,9080,144,01/01/99,Wizards of the Coast,{}
2078,J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,618057021,9.78062E+12,eng,288,9057,312,06/06/00,Mariner Books,"{'Biographies', 'biografías', 'Anglicists'}"
2079,Divine,Karen Kingsbury,4.28,141430935X,9.78141E+12,eng,355,9043,424,5/17/2007,Tyndale House Publishers,{'Fiction'}
2080,The Outlaws of Sherwood,Robin McKinley,3.77,441013252,9.78044E+12,eng,368,9043,617,10/04/05,Ace,{}
2081,The Beatles: The Biography,Bob Spitz,4.15,316013315,9.78032E+12,eng,983,9041,417,10/10/05,Little Brown,"{'Biography', 'Beatles', 'Popmuziek'}"
2082,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,9.78045E+12,eng,400,9031,1555,10/04/05,NAL Trade,"{'Fiction', 'Drama', 'Revolutions', 'Drama', 'Drama'}"
2083,Maximum City: Bombay Lost and Found,Suketu Mehta,3.93,375703403,9.78038E+12,eng,542,9024,637,9/27/2005,Vintage,{}
2084,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,4.23,1569755833,9.78157E+12,en-GB,216,9023,112,10/19/2006,Ulysses Press,{}
2085,Strata,Terry Pratchett,3.49,552133256,9.78055E+12,eng,285,9019,265,4/22/1988,Corgi,"{'Fiction', 'Fiction'}"
2086,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,865475873,9.78087E+12,eng,193,9017,820,4/22/2002,North Point Press,"{'Design', 'recycling', 'Kreislaufwirtschaft'}"
2087,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,9.78142E+12,eng,192,9013,153,9/19/2006,VIZ Media LLC,"{'Brothers', 'Brothers'}"
2088,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),Barry Hughart,4.29,345321383,9.78035E+12,eng,278,9010,944,04/12/85,Del Rey,{}
2089,Cast in Courtlight (Chronicles of Elantra  #2),Michelle Sagara,4.11,373802447,9.78037E+12,eng,488,8990,294,7/18/2006,Luna,"{'Fantasy', 'Fantasy', 'Magic'}"
2090,Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,4.6,1421504618,9.78142E+12,eng,200,8989,151,11/21/2006,VIZ Media LLC,{'Brothers'}
2091,Mercy Watson to the Rescue,Kate DiCamillo/Chris Van Dusen,4.05,763622702,9.78076E+12,eng,68,8987,831,8/23/2005,Candlewick Press,{'Swine'}
2092,Awakenings,Oliver Sacks,4.1,375704051,9.78038E+12,eng,464,8982,333,10/05/99,Vintage,"{'Farmakoterapia', 'Complications', 'Encephalitis', 'Complications', 'Neurolodzy', 'Coma', 'Neurology', 'Dopa', 'Casuïstiek'}"
2093,Glasshouse,Charles Stross,3.87,441014038,9.78044E+12,en-US,335,8975,464,6/27/2006,Ace Books,{}
2094,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,394800915,9.78039E+12,eng,58,8967,351,7/24/2012,New York: Random House,{}
2095,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,068485256X,9.78068E+12,eng,506,8966,454,03/01/98,Simon  Schuster,"{'Bible', 'Bible'}"
2096,Small Wonder,Barbara Kingsolver,4.01,60504080,9.78006E+12,eng,264,8965,623,4/15/2003,Harper Perennial,{}
2097,Brightness Reef (Uplift Storm Trilogy  #1),David Brin,3.9,553573306,9.78055E+12,eng,661,8963,153,10/01/96,Spectra,{}
2098,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,3.86,804114609,9.7808E+12,eng,304,8950,505,6/28/1999,Ivy Books,{}
2099,Bleach  Volume 12,Tite Kubo,4.36,1421504030,9.78142E+12,eng,208,8948,86,04/04/06,VIZ Media LLC,"{'Ghosts', 'Psychics'}"
2100,The Overcoat and Other Short Stories,Nikolai Gogol,4.21,486270572,9.78049E+12,rus,103,8944,196,2/21/1992,Dover Publications,{}
2101,Through Painted Deserts: Light  God  and Beauty on the Open Road,Donald Miller,3.92,785209824,9.78079E+12,eng,256,8931,444,8/14/2005,Thomas Nelson,{}
2102,Mama Day,Gloria Naylor,4.17,679721819,9.78068E+12,eng,312,8922,559,4/23/1989,Vintage,"{'Ficton', 'Ficton', 'Magic', 'Gullah', 'Ficton'}"
2103,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,4.1,159116222X,9.78159E+12,eng,187,8921,207,5/19/2004,VIZ Media LLC,
2104,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,785117598,9.78079E+12,eng,152,8900,241,2/14/2007,Marvel,"{'Superheroes', 'Heroes', 'Fiction'}"
2105,The Hello  Goodbye Window,Norton Juster/Chris Raschka,3.87,786809140,9.78079E+12,en-US,32,8898,1311,4/26/2005,Little  Brown Books for Young Readers,"{'Grandparent', 'Fiction', 'Day', 'Fiction'}"
2106,Setting Free the Bears,John Irving,3.3,345417984,9.78035E+12,eng,304,8896,217,6/23/1997,Ballantine Books,{'Fiction'}
2107,We'll Meet Again,Mary Higgins Clark,3.85,743484312,9.78074E+12,eng,234,8892,260,02/02/04,Pocket Books,"{'Revenge', 'Investigation'}"
2108,The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,031235777X,9.78031E+12,eng,329,8882,561,10/03/06,Minotaur Books,{}
2109,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,812967054,9.78081E+12,eng,560,8879,693,02/11/03,Modern Library,"{'Levant', 'Steamboats'}"
2110,Found (Firstborn  #3),Karen Kingsbury,4.44,842387455,9.78084E+12,eng,342,8874,174,08/01/06,Tyndale House Publishers,"{'Tornadoes', 'Identification'}"
2111,Team Yankee,Harold Coyle,4.07,425110427,9.78043E+12,en-US,330,8870,131,09/01/88,Berkley,{}
2112,Moby Dick,Herman Melville/William Hootkins,3.5,143058096,9.78014E+12,eng,6,8858,885,6/16/2005,Penguin Audio,"{'Prohibition', 'Drama', 'Naufragios', 'Ballenas', 'Naufragios', 'Allegories', 'Sailors', 'Shipwrecks'}"
2113,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,9.78037E+12,eng,231,8854,672,07/07/03,Farrar Straus Giroux,{}
2114,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,743249313,9.78074E+12,eng,569,8842,380,07/02/03,Washington Square Press,"{'Circus', 'Fiction'}"
2115,Everville (Book of the Art #2),Clive Barker,4.03,60933151,9.78006E+12,eng,697,8829,157,11/03/99,HarperPerennial,"{'Fiction', 'Horror'}"
2116,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,307346587,9.78031E+12,eng,240,8822,55,04/03/07,Clarkson Potter,{}
2117,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1563892677,9.78156E+12,eng,224,8822,372,06/01/96,DC Comics,{'Magic'}
2118,McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,3.8,312311338,9.78031E+12,eng,338,8819,394,03/03/03,St. Martin's Griffin,{'Journeys'}
2119,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.6,2290053651,9.78229E+12,fre,189,8790,152,11/30/2001,J'ai Lu,{}
2120,Roverandom,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,7149115,9.78001E+12,eng,116,8775,413,09/02/02,HarperCollins Publishers,"{'Dogs', 'Travel', 'Magic', 'Sea', 'Dragons', 'Adeventure', 'Travel'}"
2121,Bleach  Volume 11,Tite Kubo,4.36,1421502712,9.78142E+12,eng,208,8773,84,02/07/06,VIZ Media LLC,{'Fiction'}
2122,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,Haven Kimmel,4.05,074328500X,9.78074E+12,en-US,313,8769,935,02/01/07,Free Press,"{'Families', 'Families', 'Family'}"
2123,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3.99,756400619,9.78076E+12,en-US,394,8768,306,03/05/02,Daw Books,"{'British', 'Magic'}"
2124,City of God,Augustine of Hippo/Henry Bettenson,3.92,140448942,9.78014E+12,eng,1186,8754,300,11/27/2003,Penguin Books Ltd,"{'Apologetics', 'Religious', 'Essays', 'RELIGION'}"
2125,The World's Religions,Huston Smith,4.07,62508113,9.78006E+12,eng,416,8741,306,9/13/1991,HarperOne,"{'Islam', 'Nonfiction', 'Nonfiction', 'Buddhism', 'Confucianism'}"
2126,The Wolf's Hour,Robert R. McCammon,4.06,671731424,9.78067E+12,eng,603,8741,326,8/15/1990,Pocket Books,
2127,Marabou Stork Nightmares,Irvine Welsh,3.86,393315630,9.78039E+12,eng,288,8726,267,1/17/1997,W. W. Norton  Company,{'Fiction'}
2128,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,4.15,395500761,9.7804E+12,eng,400,8721,380,03/01/89,Houghton Mifflin/Seymour Lawrence,{}
2129,Laughter in the Dark,Vladimir Nabokov,3.97,811216748,9.78081E+12,eng,292,8717,477,9/17/2006,New Directions,{'Fiction'}
2130,The Thousandfold Thought (The Prince of Nothing  #3),R. Scott Bakker,3.93,158567883X,9.78159E+12,eng,560,8716,228,1/30/2007,Harry N. Abrams,{}
2131,Bras & Broomsticks (Magic in Manhattan  #1),Sarah Mlynowski,3.73,385731841,9.78039E+12,en-GB,310,8709,534,6/13/2006,Delacorte Press,"{'Witches', 'Fiction', 'Heksen', 'Witches'}"
2132,Where the Wild Things Are,Maurice Sendak,4.22,60254920,9.78006E+12,eng,40,8704,483,12/26/2012,HarperCollins,"{'Fiction', 'Specimens', 'Animals', 'Fiction', 'Specimens', 'Classics', 'Fantasty', 'Specimens'}"
2133,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,9.78069E+12,en-GB,164,8703,417,9/22/1999,Dey Street Books,{}
2134,Death Match,Lincoln Child,3.79,307275566,9.78031E+12,eng,388,8699,410,10/31/2006,Anchor Books,{'Thriller'}
2135,Eden Close,Anita Shreve,3.66,156031337,9.78016E+12,en-US,265,8661,447,10/04/05,Mariner Books,"{'Fiction', 'Friendship'}"
2136,The Female Brain,Louann Brizendine,3.83,767920090,9.78077E+12,eng,304,8655,1203,08/01/06,Morgan Road Books,"{'Physiology', 'Psychology'}"
2137,My Ishmael (Ishmael  #3),Daniel Quinn,4.07,553379658,9.78055E+12,eng,293,8654,412,10/06/98,Bantam,{'Gorilla'}
2138,Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,4.59,142151379X,9.78142E+12,eng,192,8634,118,8/14/2007,VIZ Media LLC,
2139,Divine By Mistake (Partholon  #1),P.C. Cast,4.09,373802471,9.78037E+12,eng,701,8633,452,8/29/2006,Luna Books,{'Fantasy'}
2140,When I Was Puerto Rican,Esmeralda Santiago,4.02,679756760,9.78068E+12,eng,274,8632,560,10/11/94,Vintage Books USA,"{'Biography', 'Puertorriqueños'}"
2141,The Prose Edda,Snorri Sturluson/Jesse L. Byock,4.17,140447555,9.78014E+12,eng,180,8625,321,7/28/2005,Penguin Classics,"{'Skáldskaparmál', 'Indexes'}"
2142,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,374529388,9.78037E+12,eng,335,8624,409,05/05/04,Farrar  Straus and Giroux,"{'Fiction', 'Literature'}"
2143,The Deception of the Emerald Ring (Pink Carnation  #3),Lauren Willig,3.91,525949771,9.78053E+12,eng,400,8615,499,12/01/06,Dutton Books,{}
2144,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof/Stephen Jay Gould,4.03,805065377,9.78081E+12,en-US,336,8614,242,05/01/00,Holt Paperbacks,{}
2145,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),4.02,767921968,9.78077E+12,eng,276,8606,670,09/05/06,Harmony,{'Women'}
2146,Exquisite Corpse,Poppy Z. Brite,3.75,684836270,9.78068E+12,eng,240,8582,574,8/20/1997,Gallery Books,{}
2147,Empire (Empire  #1),Orson Scott Card,3.43,765316110,9.78077E+12,en-US,352,8577,756,11/28/2006,Tor Books,{}
2148,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,4.28,1580082688,9.78158E+12,eng,320,8552,248,11/14/2001,Ten Speed Press,{}
2149,Journey to Ixtlan,Carlos Castañeda,4.12,671732463,9.78067E+12,eng,272,8541,257,02/01/91,Washington Square Press,"{'Religion', 'Religión', 'Yaquis'}"
2150,Chicken with Plums,Marjane Satrapi,3.86,375424156,9.78038E+12,en-US,84,8539,667,10/03/06,Pantheon Books,{}
2151,Eleanor Rigby,Douglas Coupland,3.65,1582346437,9.78158E+12,eng,272,8517,372,5/30/2006,Bloomsbury USA,{'Solitude'}
2152,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,3.95,743222989,9.78074E+12,eng,336,8515,331,01/05/04,Atria Books,{'Happiness'}
2153,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,3.68,743284283,9.78074E+12,en-US,236,8511,765,10/03/06,Free Press,{'Sexism'}
2154,Beneath the Wheel,Hermann Hesse/Michael E. Roloff,3.85,031242230X,9.78031E+12,eng,192,8494,289,07/01/03,Picador,{'Neurasthenia'}
2155,Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,3.64,076531293X,9.78077E+12,en-US,494,8486,273,08/07/07,Tor Books,{'Robots'}
2156,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass/Jon Jefferson,4.19,425198324,9.78043E+12,eng,320,8481,451,10/05/04,Berkley,{'Biography'}
2157,Tandia,Bryce Courtenay,4.05,140272925,9.78014E+12,eng,905,8461,369,8/31/1998,Penguin Books Australia Ltd.,{}
2158,Lives of Girls and Women,Alice Munro,3.99,375707492,9.78038E+12,eng,277,8461,553,2/13/2001,Vintage,{}
